protein_id,pocket_id,valid_x,smiles_x,protein_name_x,site_type_x,drug_id,score_x,SMPBind,conf_x,valid_y,smiles_y,protein_name_y,site_type_y,score_y,Plinder,conf_y,valid,smiles,protein_name,site_type,score,BindingDB,vote_sum
2ivs,2ivs,1,CCC1=C(C)C=C1C1=C(C)C(C)=C1,RET,active site,2ivs_21,0.07246563,0,0.5148438,1,CCC1=C(C)C=C1C1=C(C)C(C)=C1,RET,active site,0.0020372944,0,0.024498597,1,CCC1=C(C)C=C1C1=C(C)C(C)=C1,RET,active site,0.70210487,1,1
2ivs,2ivs,1,CC(=O)C(=O)C1=CCCC1=C(C)C=C1CC(=O)C1,RET,active site,2ivs_22,0.0119270645,0,0.5153673,1,CC(=O)C(=O)C1=CCCC1=C(C)C=C1CC(=O)C1,RET,active site,0.0065078447,0,0.033833526,1,CC(=O)C(=O)C1=CCCC1=C(C)C=C1CC(=O)C1,RET,active site,0.9776213,1,1
2ivs,2ivs,1,CC1=C(C)C=C(C2C(C)=C(Cl)C3CC3=C(C3)N=CC(C)C3=C2)C(C)=N1,RET,active site,2ivs_23,0.0020264448,0,0.5147342,1,CC1=C(C)C=C(C2C(C)=C(Cl)C3CC3=C(C3)N=CC(C)C3=C2)C(C)=N1,RET,active site,0.042455487,0,0.07246933,1,CC1=C(C)C=C(C2C(C)=C(Cl)C3CC3=C(C3)N=CC(C)C3=C2)C(C)=N1,RET,active site,0.16481453,0,0
2ivs,2ivs,1,CCC(=O)C1=C(C(=O)O)C=C1CCC1=CC(C)(C)N1,RET,active site,2ivs_24,0.013115586,0,0.515698,1,CCC(=O)C1=C(C(=O)O)C=C1CCC1=CC(C)(C)N1,RET,active site,0.0010525896,0,0.02382111,1,CCC(=O)C1=C(C(=O)O)C=C1CCC1=CC(C)(C)N1,RET,active site,0.92664516,1,1
2ivs,2ivs,1,CC1=NC(C)C(C)=C1C1=NC(C)=C1,RET,active site,2ivs_25,0.0061651226,0,0.5225203,1,CC1=NC(C)C(C)=C1C1=NC(C)=C1,RET,active site,0.021198213,0,0.049941145,1,CC1=NC(C)C(C)=C1C1=NC(C)=C1,RET,active site,0.5096727,1,1
2ivs,2ivs,1,CC1=C(COC(=O)C(=O)O)C(C)=C1,RET,active site,2ivs_26,0.010973432,0,0.5178833,1,CC1=C(COC(=O)C(=O)O)C(C)=C1,RET,active site,0.0006731905,0,0.019467985,1,CC1=C(COC(=O)C(=O)O)C(C)=C1,RET,active site,0.9390737,1,1
2ivs,2ivs,1,CC1=C(C)CCCC(=CCC(=O)O)C=C1,RET,active site,2ivs_27,0.030097991,0,0.5132797,1,CC1=C(C)CCCC(=CCC(=O)O)C=C1,RET,active site,0.0008817128,0,0.021240765,1,CC1=C(C)CCCC(=CCC(=O)O)C=C1,RET,active site,0.9728727,1,1
2ivs,2ivs,1,CC1=C(CC)C(C)C(C)C(O)C(C=O)1,RET,active site,2ivs_28,0.023600206,0,0.5095698,1,CC1=C(CC)C(C)C(C)C(O)C(C=O)1,RET,active site,0.0005938069,0,0.023590742,1,CC1=C(CC)C(C)C(C)C(O)C(C=O)1,RET,active site,0.27688736,0,0
2ivs,2ivs,1,CC1=C(C)C=CC1=CC(C)C(C)C1=CC1(C)C(=O)C,RET,active site,2ivs_29,0.06619985,0,0.5119981,1,CC1=C(C)C=CC1=CC(C)C(C)C1=CC1(C)C(=O)C,RET,active site,0.0011223974,0,0.021324692,1,CC1=C(C)C=CC1=CC(C)C(C)C1=CC1(C)C(=O)C,RET,active site,0.29646528,0,0
2ivs,2ivs,1,CC1=CC(CC(=O)NC(=O)O)C=C1,RET,active site,2ivs_30,0.015909811,0,0.5182331,1,CC1=CC(CC(=O)NC(=O)O)C=C1,RET,active site,0.0011350822,0,0.024689242,1,CC1=CC(CC(=O)NC(=O)O)C=C1,RET,active site,0.9636553,1,1
2ivs,2ivs,1,CC(=O)NC1=CC(=O)C(NC(C)=O)=C1,RET,active site,2ivs_31,0.031339552,0,0.5223233,1,CC(=O)NC1=CC(=O)C(NC(C)=O)=C1,RET,active site,0.0280123,0,0.053525336,1,CC(=O)NC1=CC(=O)C(NC(C)=O)=C1,RET,active site,0.9605633,1,1
7ju5,7ju5,1,CC(=O)NC(C)C1=CC=CC=C1,RET,cryptic site,7ju5_32,0.009816201,0,0.52024716,1,CC(=O)NC(C)C1=CC=CC=C1,RET,cryptic site,0.029536746,0,0.06914447,1,CC(=O)NC(C)C1=CC=CC=C1,RET,cryptic site,0.044751335,0,0
7ju5,7ju5,1,CC[C@H](C)CC(=O)CC(=O)[C@H](C)[C@H](C)C(=O)O,RET,cryptic site,7ju5_33,0.017773755,0,0.5007377,1,CC[C@H](C)CC(=O)CC(=O)[C@H](C)[C@H](C)C(=O)O,RET,cryptic site,0.018120278,0,0.051475473,1,CC[C@H](C)CC(=O)CC(=O)[C@H](C)[C@H](C)C(=O)O,RET,cryptic site,0.23402557,0,0
7ju5,7ju5,1,CCCC1=C(O)C=CC(C=C(C)C(C)=C1)C,RET,cryptic site,7ju5_34,0.39185116,0,0.49768984,1,CCCC1=C(O)C=CC(C=C(C)C(C)=C1)C,RET,cryptic site,0.0022501487,0,0.025668422,1,CCCC1=C(O)C=CC(C=C(C)C(C)=C1)C,RET,cryptic site,0.58851343,1,1
7ju5,7ju5,1,CC1=CC(C(=O)C2=CCC=C(C)C=C2)=C1CC1=CC(C)(C#C)NC(=O)C1,RET,cryptic site,7ju5_35,0.100869134,0,0.5105074,1,CC1=CC(C(=O)C2=CCC=C(C)C=C2)=C1CC1=CC(C)(C#C)NC(=O)C1,RET,cryptic site,0.005714286,0,0.035726026,1,CC1=CC(C(=O)C2=CCC=C(C)C=C2)=C1CC1=CC(C)(C#C)NC(=O)C1,RET,cryptic site,0.8203554,1,1
7ju5,7ju5,1,CC1=CC(C)=C1C(=CC1)C=C(CC1=CCC=C(C)N1)C(=O)C1,RET,cryptic site,7ju5_36,0.060068324,0,0.5146635,1,CC1=CC(C)=C1C(=CC1)C=C(CC1=CCC=C(C)N1)C(=O)C1,RET,cryptic site,0.017165475,0,0.048567563,1,CC1=CC(C)=C1C(=CC1)C=C(CC1=CCC=C(C)N1)C(=O)C1,RET,cryptic site,0.8859875,1,1
7ju5,7ju5,1,CC1=CC(CC2)=C(C=C(C)C=C2)C=C1,RET,cryptic site,7ju5_37,0.009014471,0,0.5137681,1,CC1=CC(CC2)=C(C=C(C)C=C2)C=C1,RET,cryptic site,0.026851943,0,0.05543576,1,CC1=CC(CC2)=C(C=C(C)C=C2)C=C1,RET,cryptic site,0.085572876,0,0
7ju5,7ju5,1,CC1=NC=C(C)C=C1CN(CC)C1=CC(NC(=O)C)C(=O)C1,RET,cryptic site,7ju5_38,0.00060387544,0,0.5160089,1,CC1=NC=C(C)C=C1CN(CC)C1=CC(NC(=O)C)C(=O)C1,RET,cryptic site,0.12595554,0,0.15692052,1,CC1=NC=C(C)C=C1CN(CC)C1=CC(NC(=O)C)C(=O)C1,RET,cryptic site,0.09960662,0,0
7ju5,7ju5,1,CCCC1=CC(C)C=C1CC(=O)C(C)=C1C(O)=C1,RET,cryptic site,7ju5_39,0.23162436,0,0.5089626,1,CCCC1=CC(C)C=C1CC(=O)C(C)=C1C(O)=C1,RET,cryptic site,0.0046460624,0,0.033827636,1,CCCC1=CC(C)C=C1CC(=O)C(C)=C1C(O)=C1,RET,cryptic site,0.8311866,1,1
7ju5,7ju5,1,CC1=CC(=O)N=C1N=CC1=CC(C)N(CC)C=C1,RET,cryptic site,7ju5_40,0.050986852,0,0.5200195,1,CC1=CC(=O)N=C1N=CC1=CC(C)N(CC)C=C1,RET,cryptic site,0.13892941,0,0.16115406,1,CC1=CC(=O)N=C1N=CC1=CC(C)N(CC)C=C1,RET,cryptic site,0.80171525,1,1
7ju5,7ju5,1,CC[C@H]1CN(C)C(=O)C(CC)=C1,RET,cryptic site,7ju5_41,0.0045698537,0,0.5152639,1,CC[C@H]1CN(C)C(=O)C(CC)=C1,RET,cryptic site,0.08678026,0,0.09808107,1,CC[C@H]1CN(C)C(=O)C(CC)=C1,RET,cryptic site,0.15277012,0,0
7ju5,7ju5,1,NC(=O)C1=CC(CC2=CC=C(F)C=CC=C2)=C1,RET,cryptic site,7ju5_42,0.2654217,0,0.51754665,1,NC(=O)C1=CC(CC2=CC=C(F)C=CC=C2)=C1,RET,cryptic site,0.046672173,0,0.07447648,1,NC(=O)C1=CC(CC2=CC=C(F)C=CC=C2)=C1,RET,cryptic site,0.98315585,1,1
7ju5,7ju5,1,CCCCOC1=C(C)C=C(C1=C1)CC(=O)CC(O)=C1O,RET,cryptic site,7ju5_43,0.14892212,0,0.50940174,1,CCCCOC1=C(C)C=C(C1=C1)CC(=O)CC(O)=C1O,RET,cryptic site,0.008982006,0,0.042021953,1,CCCCOC1=C(C)C=C(C1=C1)CC(=O)CC(O)=C1O,RET,cryptic site,0.97432095,1,1
7ju5,7ju5,1,CC1=NC(=N)NC2=CC(NC3=CC=C(C3)C(=O)C2)=C1,RET,cryptic site,7ju5_44,0.19187477,0,0.5197758,1,CC1=NC(=N)NC2=CC(NC3=CC=C(C3)C(=O)C2)=C1,RET,cryptic site,0.4419864,0,0.47854093,1,CC1=NC(=N)NC2=CC(NC3=CC=C(C3)C(=O)C2)=C1,RET,cryptic site,0.9838442,1,1
7ju5,7ju5,1,CCCCC(=O)NC1=CCC(C)=CC=C1,RET,cryptic site,7ju5_45,0.027939491,0,0.51579,1,CCCCC(=O)NC1=CCC(C)=CC=C1,RET,cryptic site,0.016018735,0,0.046881516,1,CCCCC(=O)NC1=CCC(C)=CC=C1,RET,cryptic site,0.88575125,1,1
7ju5,7ju5,1,CCOC1=CC(C=C(N)C=C1)C[C@H]1C(O)[C@H](CC)C(=O)N[C@H]1,RET,cryptic site,7ju5_46,0.027116027,0,0.5017542,1,CCOC1=CC(C=C(N)C=C1)C[C@H]1C(O)[C@H](CC)C(=O)N[C@H]1,RET,cryptic site,0.019558463,0,0.05323432,1,CCOC1=CC(C=C(N)C=C1)C[C@H]1C(O)[C@H](CC)C(=O)N[C@H]1,RET,cryptic site,0.5623039,1,1
7ju5,7ju5,1,CC(=O)NC1=CC=C(NC(=O)[C@@H](C)C(O)=O)C(=O)1,RET,cryptic site,7ju5_47,0.084056504,0,0.5121142,1,CC(=O)NC1=CC=C(NC(=O)[C@@H](C)C(O)=O)C(=O)1,RET,cryptic site,0.005298654,0,0.03422707,1,CC(=O)NC1=CC=C(NC(=O)[C@@H](C)C(O)=O)C(=O)1,RET,cryptic site,0.97654915,1,1
7ju5,7ju5,1,CC(=O)NC1=CC(NC(=O)CC(=O)N2)=CC2(C)C=C1,RET,cryptic site,7ju5_48,0.02367597,0,0.5199833,1,CC(=O)NC1=CC(NC(=O)CC(=O)N2)=CC2(C)C=C1,RET,cryptic site,0.024936074,0,0.07037599,1,CC(=O)NC1=CC(NC(=O)CC(=O)N2)=CC2(C)C=C1,RET,cryptic site,0.88993764,1,1
7ju5,7ju5,1,CC(=O)NC1=CC=C(C)C=C1,RET,cryptic site,7ju5_49,0.0069302157,0,0.5231464,1,CC(=O)NC1=CC=C(C)C=C1,RET,cryptic site,0.10614832,0,0.13477618,1,CC(=O)NC1=CC=C(C)C=C1,RET,cryptic site,0.013414995,0,0
7ju5,7ju5,1,CC1=C(C)C(=O)NCC1=CC(N)=NC1(C)CC(=O)C(=O)1,RET,cryptic site,7ju5_50,0.007400733,0,0.51372856,1,CC1=C(C)C(=O)NCC1=CC(N)=NC1(C)CC(=O)C(=O)1,RET,cryptic site,0.018046744,0,0.057109375,1,CC1=C(C)C(=O)NCC1=CC(N)=NC1(C)CC(=O)C(=O)1,RET,cryptic site,0.9179133,1,1
7ju5,7ju5,1,CCCCCCCCC=CCC(=O)CC(=O)O,RET,cryptic site,7ju5_51,0.025433203,0,0.50739235,1,CCCCCCCCC=CCC(=O)CC(=O)O,RET,cryptic site,0.003770404,0,0.030889582,1,CCCCCCCCC=CCC(=O)CC(=O)O,RET,cryptic site,0.8445225,1,1
7ju5,7ju5,1,CCC1=NC(CC)NC(=O)C(C)CC(C)=N1,RET,cryptic site,7ju5_52,0.0020777548,0,0.51805466,1,CCC1=NC(CC)NC(=O)C(C)CC(C)=N1,RET,cryptic site,0.07053788,0,0.09752415,1,CCC1=NC(CC)NC(=O)C(C)CC(C)=N1,RET,cryptic site,0.5228772,1,1
7ju5,7ju5,1,CC1=CC=C(CCCC=C1)CCC1(C)N(C)CC1,RET,cryptic site,7ju5_53,0.0075017433,0,0.5090482,1,CC1=CC=C(CCCC=C1)CCC1(C)N(C)CC1,RET,cryptic site,0.015084724,0,0.039746247,1,CC1=CC=C(CCCC=C1)CCC1(C)N(C)CC1,RET,cryptic site,0.9378128,1,1
7ju5,7ju5,1,CC1=CC(NC(=O)CC)=C(CCC(=O)O)CC=C1,RET,cryptic site,7ju5_54,0.03042228,0,0.5141503,1,CC1=CC(NC(=O)CC)=C(CCC(=O)O)CC=C1,RET,cryptic site,0.0029898738,0,0.033608835,1,CC1=CC(NC(=O)CC)=C(CCC(=O)O)CC=C1,RET,cryptic site,0.9034164,1,1
7ju5,7ju5,1,CC1N=C(C)C(CC(=O)CC(C)=O)C(CC)=C1O,RET,cryptic site,7ju5_55,0.013226113,0,0.51339304,1,CC1N=C(C)C(CC(=O)CC(C)=O)C(CC)=C1O,RET,cryptic site,0.015123084,0,0.054378852,1,CC1N=C(C)C(CC(=O)CC(C)=O)C(CC)=C1O,RET,cryptic site,0.64034814,1,1
7ju5,7ju5,1,CC1=C(CC=CCC=C1)C(C)C1=NC(C)=C1,RET,cryptic site,7ju5_56,0.030716315,0,0.51424825,1,CC1=C(CC=CCC=C1)C(C)C1=NC(C)=C1,RET,cryptic site,0.015887624,0,0.051844563,1,CC1=C(CC=CCC=C1)C(C)C1=NC(C)=C1,RET,cryptic site,0.82343596,1,1
7ju5,7ju5,1,CCC1=CC(C)=NC(CCC(=O)O)C(=O)N1,RET,cryptic site,7ju5_57,0.006983486,0,0.5191742,1,CCC1=CC(C)=NC(CCC(=O)O)C(=O)N1,RET,cryptic site,0.0060055964,0,0.03967875,1,CCC1=CC(C)=NC(CCC(=O)O)C(=O)N1,RET,cryptic site,0.85566354,1,1
7ju5,7ju5,1,CC1=CC(C(=O))C=CC(C)C=C1,RET,cryptic site,7ju5_58,0.078716554,0,0.5135033,1,CC1=CC(C(=O))C=CC(C)C=C1,RET,cryptic site,0.0067587784,0,0.040992044,1,CC1=CC(C(=O))C=CC(C)C=C1,RET,cryptic site,0.8177279,1,1
7ju5,7ju5,1,CCC(=O)[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,RET,cryptic site,7ju5_59,0.016361248,0,0.50241834,1,CCC(=O)[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,RET,cryptic site,0.0060552717,0,0.040512018,1,CCC(=O)[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,RET,cryptic site,0.33242986,0,0
7ju5,7ju5,1,CCC1=CC(C)OC(=O)C=C1C=C1C(CC)(C)C(C)=C1,RET,cryptic site,7ju5_60,0.27742642,0,0.50363266,1,CCC1=CC(C)OC(=O)C=C1C=C1C(CC)(C)C(C)=C1,RET,cryptic site,0.002511338,0,0.027359342,1,CCC1=CC(C)OC(=O)C=C1C=C1C(CC)(C)C(C)=C1,RET,cryptic site,0.64522374,1,1
7ju5,7ju5,1,CC1=C(Cl)C(=O)C(C)(CC)C(C)=C1,RET,cryptic site,7ju5_61,0.03440241,0,0.5108975,1,CC1=C(Cl)C(=O)C(C)(CC)C(C)=C1,RET,cryptic site,0.005289863,0,0.034443066,1,CC1=C(Cl)C(=O)C(C)(CC)C(C)=C1,RET,cryptic site,0.58734673,1,1
7ju5,7ju5,1,CC1=C(C)N(C)CCC(C)(C)CC(C)=CC(=O)C1=O,RET,cryptic site,7ju5_62,0.021290265,0,0.5108989,1,CC1=C(C)N(C)CCC(C)(C)CC(C)=CC(=O)C1=O,RET,cryptic site,0.0109509695,0,0.03725328,1,CC1=C(C)N(C)CCC(C)(C)CC(C)=CC(=O)C1=O,RET,cryptic site,0.7944481,1,1
7ju5,7ju5,1,N[C@@H](CCC1=C(Cl)CC(=O)N1)[C@H](O)C(=O)O,RET,cryptic site,7ju5_63,0.013724881,0,0.5113367,1,N[C@@H](CCC1=C(Cl)CC(=O)N1)[C@H](O)C(=O)O,RET,cryptic site,0.0022859417,0,0.028642599,1,N[C@@H](CCC1=C(Cl)CC(=O)N1)[C@H](O)C(=O)O,RET,cryptic site,0.83349824,1,1
7ju5,7ju5,1,CC1=CC(C(=O)O)CC(C(=O)O)=C1,RET,cryptic site,7ju5_64,0.058785908,0,0.5130253,1,CC1=CC(C(=O)O)CC(C(=O)O)=C1,RET,cryptic site,0.00057807134,0,0.018687403,1,CC1=CC(C(=O)O)CC(C(=O)O)=C1,RET,cryptic site,0.9333048,1,1
