protein_id,pocket_id,valid_x,smiles_x,protein_name_x,site_type_x,drug_id,score_x,SMPBind,conf_x,valid_y,smiles_y,protein_name_y,site_type_y,score_y,Plinder,conf_y,valid,smiles,protein_name,site_type,score,BindingDB,vote_sum
5cu3,5cu3,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O)O[C@@H]1O,CDK2,cryptic site,5cu3_10,0.21979459,0,0.50685084,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O)O[C@@H]1O,CDK2,cryptic site,0.2213123,0,0.20448044,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O)O[C@@H]1O,CDK2,cryptic site,0.22059736,0,0
5cu3,5cu3,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@](O)[C@H]1O,CDK2,cryptic site,5cu3_11,0.24896087,0,0.5020978,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@](O)[C@H]1O,CDK2,cryptic site,0.11858543,0,0.11880361,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@](O)[C@H]1O,CDK2,cryptic site,0.07682046,0,0
5cu3,5cu3,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(=O)N1,CDK2,cryptic site,5cu3_12,0.1855329,0,0.50553936,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(=O)N1,CDK2,cryptic site,0.030472415,0,0.07115268,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(=O)N1,CDK2,cryptic site,0.0084990105,0,0
5cu3,5cu3,1,CC1=NN=C(COP(=O)(O)O)NC(C)=C1,CDK2,cryptic site,5cu3_13,0.08059569,0,0.51722807,1,CC1=NN=C(COP(=O)(O)O)NC(C)=C1,CDK2,cryptic site,0.31933737,0,0.3758436,1,CC1=NN=C(COP(=O)(O)O)NC(C)=C1,CDK2,cryptic site,0.89381856,1,1
5cu3,5cu3,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)O)N2)[C@@H](O)[C@@H](O)[C@H]1O,CDK2,cryptic site,5cu3_14,0.09579861,0,0.50775605,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)O)N2)[C@@H](O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.09451296,0,0.10542396,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)O)N2)[C@@H](O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.018035702,0,0
5cu3,5cu3,1,CCCCCC(C)=NNC(=O)NC(=O)N1CC1,CDK2,cryptic site,5cu3_15,0.0037598282,0,0.51652426,1,CCCCCC(C)=NNC(=O)NC(=O)N1CC1,CDK2,cryptic site,0.10397446,0,0.13588807,1,CCCCCC(C)=NNC(=O)NC(=O)N1CC1,CDK2,cryptic site,0.29179326,0,0
5cu3,5cu3,1,NC1=NC=NC2=C1N=CN2N=C1N=C1N[C@@H]1O[C@@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,5cu3_16,0.080375336,0,0.50848216,1,NC1=NC=NC2=C1N=CN2N=C1N=C1N[C@@H]1O[C@@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.21854861,0,0.23725508,1,NC1=NC=NC2=C1N=CN2N=C1N=C1N[C@@H]1O[C@@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.09886792,0,0
5cu3,5cu3,1,O=C1NC(N2[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)O[C@@H]2O)=N1,CDK2,cryptic site,5cu3_17,0.17287971,0,0.50994813,1,O=C1NC(N2[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)O[C@@H]2O)=N1,CDK2,cryptic site,0.012294056,0,0.049492072,1,O=C1NC(N2[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)O[C@@H]2O)=N1,CDK2,cryptic site,0.09947434,0,0
5cu3,5cu3,1,C[C@](N)(C)COC[C@H](C)CCO,CDK2,cryptic site,5cu3_18,0.14924963,0,0.51354915,1,C[C@](N)(C)COC[C@H](C)CCO,CDK2,cryptic site,0.40206555,0,0.47353414,1,C[C@](N)(C)COC[C@H](C)CCO,CDK2,cryptic site,3.7897204e-05,0,0
5cu3,5cu3,1,NC1N=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(O)(O)=CN=O)[C@@H]1O,CDK2,cryptic site,5cu3_19,0.1253221,0,0.5026411,1,NC1N=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(O)(O)=CN=O)[C@@H]1O,CDK2,cryptic site,0.509587,1,0.4694187,1,NC1N=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(O)(O)=CN=O)[C@@H]1O,CDK2,cryptic site,0.58058214,1,2
5cu3,5cu3,1,NC1=NC=NC2=C1N=NN2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,5cu3_20,0.1438437,0,0.50685346,1,NC1=NC=NC2=C1N=NN2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.22077641,0,0.2185081,1,NC1=NC=NC2=C1N=NN2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.022747133,0,0
5cu3,5cu3,1,NC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,CDK2,cryptic site,5cu3_21,0.3398737,0,0.4981419,1,NC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,CDK2,cryptic site,0.0096166935,0,0.05053703,1,NC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,CDK2,cryptic site,0.0012947712,0,0
5cu3,5cu3,1,OC[C@H]1O[C@](O)[C@@H](O)[C@H](O)[C@@H]1O,CDK2,cryptic site,5cu3_22,0.40432638,0,0.48863238,1,OC[C@H]1O[C@](O)[C@@H](O)[C@H](O)[C@@H]1O,CDK2,cryptic site,0.0751639,0,0.089247376,1,OC[C@H]1O[C@](O)[C@@H](O)[C@H](O)[C@@H]1O,CDK2,cryptic site,0.00023035578,0,0
5cu3,5cu3,1,NC1=NN=NC2=C1N=CN2[C@@H]1O[C@@](CO[P@](=O)(O)O[P@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,5cu3_23,0.21621457,0,0.50380135,1,NC1=NN=NC2=C1N=CN2[C@@H]1O[C@@](CO[P@](=O)(O)O[P@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.11013068,0,0.13980415,1,NC1=NN=NC2=C1N=CN2[C@@H]1O[C@@](CO[P@](=O)(O)O[P@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.033153675,0,0
5cu3,5cu3,1,CCN(CC)C(=O)[C@@H](N)NC(=O)O,CDK2,cryptic site,5cu3_24,0.07591772,0,0.51745725,1,CCN(CC)C(=O)[C@@H](N)NC(=O)O,CDK2,cryptic site,0.018491507,0,0.066002496,1,CCN(CC)C(=O)[C@@H](N)NC(=O)O,CDK2,cryptic site,0.00022517124,0,0
5cu3,5cu3,1,CCC(=O)N[C@H]1[C@@H](O)[C@H](N)[C@@H](O)O[C@@H]1O,CDK2,cryptic site,5cu3_25,0.0880553,0,0.5143713,1,CCC(=O)N[C@H]1[C@@H](O)[C@H](N)[C@@H](O)O[C@@H]1O,CDK2,cryptic site,0.014989389,0,0.055125024,1,CCC(=O)N[C@H]1[C@@H](O)[C@H](N)[C@@H](O)O[C@@H]1O,CDK2,cryptic site,9.8047225e-05,0,0
5cu3,5cu3,1,NC1=N[C@H]2[C@H]NC[C@H](OC)O[C@@H](CO[P@@](=O)(O)O[C@@H](O)[C@@H](O)[C@@H]2O)NC(=O)N1,CDK2,cryptic site,5cu3_26,0.07926293,0,0.50409603,1,NC1=N[C@H]2[C@H]NC[C@H](OC)O[C@@H](CO[P@@](=O)(O)O[C@@H](O)[C@@H](O)[C@@H]2O)NC(=O)N1,CDK2,cryptic site,0.025932124,0,0.050536506,1,NC1=N[C@H]2[C@H]NC[C@H](OC)O[C@@H](CO[P@@](=O)(O)O[C@@H](O)[C@@H](O)[C@@H]2O)NC(=O)N1,CDK2,cryptic site,0.13355584,0,0
5cu3,5cu3,1,COCNOCCCOCCCCCNOCCOCOC1=NN=C1,CDK2,cryptic site,5cu3_27,0.06603295,0,0.5210981,1,COCNOCCCOCCCCCNOCCOCOC1=NN=C1,CDK2,cryptic site,0.14495312,0,0.19513729,1,COCNOCCCOCCCCCNOCCOCOC1=NN=C1,CDK2,cryptic site,0.0005741067,0,0
5cu3,5cu3,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(=O)N1,CDK2,cryptic site,5cu3_28,0.21948083,0,0.5043678,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(=O)N1,CDK2,cryptic site,0.018076833,0,0.062777646,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(=O)N1,CDK2,cryptic site,0.0005881652,0,0
5cu3,5cu3,1,NS(=O)(=O)N1C(=O)N(CCN)C(C)(C)C2=CC=C1NC2,CDK2,cryptic site,5cu3_29,0.0135467835,0,0.511158,1,NS(=O)(=O)N1C(=O)N(CCN)C(C)(C)C2=CC=C1NC2,CDK2,cryptic site,0.077532,0,0.11711031,1,NS(=O)(=O)N1C(=O)N(CCN)C(C)(C)C2=CC=C1NC2,CDK2,cryptic site,0.25823733,0,0
5cu3,5cu3,1,NC1=NC(=O)NC(=O)N2[C@@H]([C@H](O)[C@@H](NC3=CC=CN=N3)N=CN=N2)N=C1,CDK2,cryptic site,5cu3_30,0.061636854,0,0.5156754,1,NC1=NC(=O)NC(=O)N2[C@@H]([C@H](O)[C@@H](NC3=CC=CN=N3)N=CN=N2)N=C1,CDK2,cryptic site,0.15236475,0,0.20031458,1,NC1=NC(=O)NC(=O)N2[C@@H]([C@H](O)[C@@H](NC3=CC=CN=N3)N=CN=N2)N=C1,CDK2,cryptic site,0.9576685,1,1
5cu3,5cu3,1,NC1=NC2=C(N=CN2CCCNC(N)C2)N=C12,CDK2,cryptic site,5cu3_31,0.045647494,0,0.5229834,1,NC1=NC2=C(N=CN2CCCNC(N)C2)N=C12,CDK2,cryptic site,0.12901981,0,0.14746436,1,NC1=NC2=C(N=CN2CCCNC(N)C2)N=C12,CDK2,cryptic site,0.0019003222,0,0
5cu3,5cu3,1,C[C@@]1NC(=O)[C@H](CO)N=C1NC(=O)NO,CDK2,cryptic site,5cu3_32,0.18827277,0,0.50861126,1,C[C@@]1NC(=O)[C@H](CO)N=C1NC(=O)NO,CDK2,cryptic site,0.046521433,0,0.09412298,1,C[C@@]1NC(=O)[C@H](CO)N=C1NC(=O)NO,CDK2,cryptic site,0.090055965,0,0
5cu3,5cu3,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)N1,CDK2,cryptic site,5cu3_33,0.18124746,0,0.50627357,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)N1,CDK2,cryptic site,0.10459326,0,0.107770905,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)N1,CDK2,cryptic site,0.050626434,0,0
5cu3,5cu3,1,NC1=NOC(=O)N([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=[N+])=N)N=CN=N2)N1,CDK2,cryptic site,5cu3_34,0.12736884,0,0.5007274,1,NC1=NOC(=O)N([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=[N+])=N)N=CN=N2)N1,CDK2,cryptic site,0.20249778,0,0.24067865,1,NC1=NOC(=O)N([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=[N+])=N)N=CN=N2)N1,CDK2,cryptic site,0.44994915,0,0
5cu3,5cu3,1,CCC(CCCC(=O)[N+](NC)C(=[N+])O)N=CN=NC(N)CC(=O)O,CDK2,cryptic site,5cu3_35,0.51496965,1,0.47906947,1,CCC(CCCC(=O)[N+](NC)C(=[N+])O)N=CN=NC(N)CC(=O)O,CDK2,cryptic site,0.2901325,0,0.36331946,1,CCC(CCCC(=O)[N+](NC)C(=[N+])O)N=CN=NC(N)CC(=O)O,CDK2,cryptic site,0.03265747,0,1
5cu3,5cu3,1,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(OP(=O)(O)O)O[C@@H](O)O)O[C@@H]1O,CDK2,cryptic site,5cu3_36,0.19251083,0,0.50461394,1,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(OP(=O)(O)O)O[C@@H](O)O)O[C@@H]1O,CDK2,cryptic site,0.24567361,0,0.23224495,1,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(OP(=O)(O)O)O[C@@H](O)O)O[C@@H]1O,CDK2,cryptic site,0.20023847,0,0
5cu3,5cu3,1,NC1=NC=NNC2=C1N=CN2C1=CNC(=O)N=C1,CDK2,cryptic site,5cu3_37,0.037344642,0,0.5138637,1,NC1=NC=NNC2=C1N=CN2C1=CNC(=O)N=C1,CDK2,cryptic site,0.06931168,0,0.09761018,1,NC1=NC=NNC2=C1N=CN2C1=CNC(=O)N=C1,CDK2,cryptic site,0.97833496,1,1
5cu3,5cu3,1,NS(=O)(=O)N1CCC[C@H](CO[P@](=O)(O)OCNC(N)O)CC=C1,CDK2,cryptic site,5cu3_38,0.032578524,0,0.5032193,1,NS(=O)(=O)N1CCC[C@H](CO[P@](=O)(O)OCNC(N)O)CC=C1,CDK2,cryptic site,0.08680545,0,0.10850329,1,NS(=O)(=O)N1CCC[C@H](CO[P@](=O)(O)OCNC(N)O)CC=C1,CDK2,cryptic site,0.078081295,0,0
5cu3,5cu3,1,NC1=NC2=CN=NN1N=CN2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,5cu3_39,0.1034428,0,0.5027114,1,NC1=NC2=CN=NN1N=CN2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.29110676,0,0.3870594,1,NC1=NC2=CN=NN1N=CN2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.9155638,1,1
5cu3,5cu3,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O,CDK2,cryptic site,5cu3_40,0.18441224,0,0.50558853,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.49927667,0,0.48108247,1,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O,CDK2,cryptic site,0.047974773,0,0
5cu3,5cu3,1,NC1=NC2=C(N=CN2)N=C1N=CN2[C@@H](C(=O)O)[C@@H](C[N+]2)C1C=N1,CDK2,cryptic site,5cu3_41,0.21230632,0,0.5009902,1,NC1=NC2=C(N=CN2)N=C1N=CN2[C@@H](C(=O)O)[C@@H](C[N+]2)C1C=N1,CDK2,cryptic site,0.029945098,0,0.06664178,1,NC1=NC2=C(N=CN2)N=C1N=CN2[C@@H](C(=O)O)[C@@H](C[N+]2)C1C=N1,CDK2,cryptic site,0.047753043,0,0
5cu3,5cu3,1,NC(=O)C1=CC(OCCCN(C[N+](=O)[O-])[P@](=O)(O)OP(=O)(O)O)CC=C1,CDK2,cryptic site,5cu3_42,0.09682392,0,0.5059787,1,NC(=O)C1=CC(OCCCN(C[N+](=O)[O-])[P@](=O)(O)OP(=O)(O)O)CC=C1,CDK2,cryptic site,0.009072031,0,0.042115085,1,NC(=O)C1=CC(OCCCN(C[N+](=O)[O-])[P@](=O)(O)OP(=O)(O)O)CC=C1,CDK2,cryptic site,0.5063183,1,1
5cu3,5cu3,1,N[C@@H]1[C@@H](O)[C@@H]NC(=O)NC2=CN=CN=CN1N2,CDK2,cryptic site,5cu3_43,0.10506227,0,0.5076756,1,N[C@@H]1[C@@H](O)[C@@H]NC(=O)NC2=CN=CN=CN1N2,CDK2,cryptic site,0.094067894,0,0.1365008,1,N[C@@H]1[C@@H](O)[C@@H]NC(=O)NC2=CN=CN=CN1N2,CDK2,cryptic site,0.0025621136,0,0
5cu3,5cu3,1,NC1=NC=NC2=C1N=CN2[C@H]1CN=N1,CDK2,cryptic site,5cu3_44,0.06568963,0,0.5180359,1,NC1=NC=NC2=C1N=CN2[C@H]1CN=N1,CDK2,cryptic site,0.042698957,0,0.07608201,1,NC1=NC=NC2=C1N=CN2[C@H]1CN=N1,CDK2,cryptic site,0.20181163,0,0
5cu3,5cu3,1,NC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(=O)NCO[C@H](N)CO)O[C@H](CO)[C@@H]2O)O[C@@H]1O,CDK2,cryptic site,5cu3_45,0.101408586,0,0.50734013,1,NC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(=O)NCO[C@H](N)CO)O[C@H](CO)[C@@H]2O)O[C@@H]1O,CDK2,cryptic site,0.0056157745,0,0.044110563,1,NC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(=O)NCO[C@H](N)CO)O[C@H](CO)[C@@H]2O)O[C@@H]1O,CDK2,cryptic site,0.007436678,0,0
5cu3,5cu3,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]2O)C(=O)N1N,CDK2,cryptic site,5cu3_46,0.18087177,0,0.5042005,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]2O)C(=O)N1N,CDK2,cryptic site,0.077131815,0,0.11708917,1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]2O)C(=O)N1N,CDK2,cryptic site,0.020495212,0,0
5cu3,5cu3,1,NC1=NC(=O)NC2=NC=CN=CN2C(O)C=C1,CDK2,cryptic site,5cu3_47,0.1029362,0,0.51396084,1,NC1=NC(=O)NC2=NC=CN=CN2C(O)C=C1,CDK2,cryptic site,0.29807398,0,0.38416445,1,NC1=NC(=O)NC2=NC=CN=CN2C(O)C=C1,CDK2,cryptic site,0.9995958,1,1
5cu3,5cu3,1,CC(=O)N[C@H]1[C@](CO[C@H](N)C(=O)O)N[C@@H](CO)[C@@H](N)C(=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,CDK2,cryptic site,5cu3_48,0.10033056,0,0.5114242,1,CC(=O)N[C@H]1[C@](CO[C@H](N)C(=O)O)N[C@@H](CO)[C@@H](N)C(=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,CDK2,cryptic site,0.008770155,0,0.04726721,1,CC(=O)N[C@H]1[C@](CO[C@H](N)C(=O)O)N[C@@H](CO)[C@@H](N)C(=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,CDK2,cryptic site,1.787607e-05,0,0
5cu3,5cu3,1,NC1=NC(N[C@@H]2C[C@H](O)[C@@H](N[C@@H](COP(=O)O)O[C@@H](O)O)O2)N=C(S)C=N1,CDK2,cryptic site,5cu3_49,0.07481692,0,0.5061966,1,NC1=NC(N[C@@H]2C[C@H](O)[C@@H](N[C@@H](COP(=O)O)O[C@@H](O)O)O2)N=C(S)C=N1,CDK2,cryptic site,0.037407648,0,0.050806757,1,NC1=NC(N[C@@H]2C[C@H](O)[C@@H](N[C@@H](COP(=O)O)O[C@@H](O)O)O2)N=C(S)C=N1,CDK2,cryptic site,0.88376874,1,1
